@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
880,'2019/09/19 10:20:27:030',10,-8024434,-7235945,-11447729,-11580605,-7697786,-6316903,-7233624,-5392968,-4801603,-4998214,-7893618,-6907750,-12106170,-12041409,-6974574,-6383466,-6905427,-4867650,-4605251,-4800573,-7695206,-6775389,-7368042,-7499887,-6381921,-6843245,-7036756,-5065029,-4867647,-5129278,-8818313,-8291712,-8160386,-8029316,-8096396,-8096654,-7833223,-7506058,-7509656,-8101539,-9223620,-9026757,-9222852,-9616585,-9748170,-9550281,-9155777,-8038844,-7513527,-7511474,-8747893,-7829879,-7502202,-7305595,-7306882,-6847104,-6386812,-5994370,-5796992,-5861502,-8746607,-8089706,-7958376,-7761254,-7827564,-7631214,-7036499,-7234650,-7103579,-6840411,-8744808,-7629153,-7234910,-7235684,-7829111,-7498340,-6510671,-5984843,-6050891,-6312269,-9007207,-7694432,-7168603,-7104099,-7697524,-7432033,-6313293,-5721415,-5721673,-5983304,-9531499,-8218979,-7496028,-7431782,-7893878,-7956322,-6509649,-5983563,-5983563,-6048074,?,1
881,'2019/09/19 10:20:27:062',10,-8024434,-7235945,-11447729,-11515070,-7632249,-6316648,-7167832,-5392967,-4801603,-5063749,-7893617,-6907750,-11975098,-12041410,-6974574,-6383466,-6905683,-4802113,-4605251,-4735037,-7695206,-6775389,-7302506,-7434350,-6381921,-6843244,-7036756,-5065029,-4867647,-5063742,-8354677,-7565931,-7434346,-7303277,-7501943,-7700610,-7239029,-6780273,-7046788,-7704208,-9816270,-9815757,-9946317,-10406100,-10471123,-10075851,-9681606,-8630721,-8105405,-8103609,-8617338,-7765373,-7372159,-7110016,-7242376,-6848906,-6454921,-6192780,-6060936,-6190985,-8811887,-8089705,-7958376,-7826534,-7827563,-7631214,-6970963,-7169115,-6907487,-6644064,-8744807,-7629153,-7234910,-7235684,-7829111,-7498340,-6510415,-6050379,-6050636,-6246989,-8810600,-7694432,-7234139,-7169635,-7697525,-7497568,-6313293,-5721415,-5787208,-5917769,-9400427,-8218979,-7561564,-7497317,-7893878,-7956322,-6509648,-5983562,-5983562,-6048074,?,1
882,'2019/09/19 10:20:27:097',10,-8024434,-7235945,-11447729,-11515070,-7632249,-6316648,-7167832,-5392967,-4801603,-5063749,-7893617,-6907750,-11975098,-12041410,-6974574,-6383466,-6905683,-4802113,-4605251,-4735037,-7695206,-6775389,-7302506,-7434350,-6381921,-6843244,-7036756,-5065029,-4867647,-5063742,-8354677,-7565931,-7434346,-7303277,-7501943,-7700610,-7239029,-6780273,-7046788,-7704208,-9816270,-9815757,-9946317,-10406100,-10471123,-10075851,-9681606,-8630721,-8105405,-8103609,-8617338,-7765373,-7372159,-7110016,-7242376,-6848906,-6454921,-6192780,-6060936,-6190985,-8811887,-8089705,-7958376,-7826534,-7827563,-7631214,-6970963,-7169115,-6907487,-6644064,-8744807,-7629153,-7234910,-7235684,-7829111,-7498340,-6510415,-6050379,-6050636,-6246989,-8810600,-7694432,-7234139,-7169635,-7697525,-7497568,-6313293,-5721415,-5787208,-5917769,-9400427,-8218979,-7561564,-7497317,-7893878,-7956322,-6509648,-5983562,-5983562,-6048074,?,1
883,'2019/09/19 10:20:27:130',10,-7958898,-7235689,-11513265,-11515069,-7632250,-6316647,-7102552,-5392966,-4801603,-5063494,-7893617,-6907750,-12106171,-12041410,-6974574,-6448746,-6905428,-4801858,-4605251,-4735037,-7695206,-6775389,-7368041,-7434350,-6381921,-6843245,-6971220,-4999493,-4867647,-5063486,-7892069,-7169374,-6709337,-6512217,-6973800,-7369588,-6512735,-5790035,-6319463,-7042418,-10534590,-10205110,-10139065,-10204602,-10074302,-9746368,-9615038,-9157059,-8697279,-8761532,-8096652,-7507088,-7573142,-7968158,-8034724,-7969446,-7771812,-6984355,-6720926,-6851232,-8812143,-8024426,-7892840,-7761253,-7827308,-7500143,-6775131,-6776675,-6449510,-6185829,-8679271,-7629153,-7300190,-7235685,-7829111,-7498340,-6510415,-5984843,-6050636,-6246989,-9006952,-7694432,-7234139,-7169635,-7697525,-7432033,-6247758,-5655879,-5787207,-5983049,-9334891,-8284259,-7561564,-7431782,-7893878,-8087137,-6509648,-5918027,-5983307,-6048074,?,1
884,'2019/09/19 10:20:27:165',10,-7958898,-7235689,-11513265,-11515069,-7632250,-6316647,-7102552,-5392966,-4801603,-5063494,-7893617,-6907750,-12106171,-12041410,-6974574,-6448746,-6905428,-4801858,-4605251,-4735037,-7695206,-6775389,-7368041,-7434350,-6381921,-6843245,-6971220,-4999493,-4867647,-5063486,-7892069,-7169374,-6709337,-6512217,-6973800,-7369588,-6512735,-5790035,-6319463,-7042418,-10534590,-10205110,-10139065,-10204602,-10074302,-9746368,-9615038,-9157059,-8697279,-8761532,-8096652,-7507088,-7573142,-7968158,-8034724,-7969446,-7771812,-6984355,-6720926,-6851232,-8812143,-8024426,-7892840,-7761253,-7827308,-7500143,-6775131,-6776675,-6449510,-6185829,-8679271,-7629153,-7300190,-7235685,-7829111,-7498340,-6510415,-5984843,-6050636,-6246989,-9006952,-7694432,-7234139,-7169635,-7697525,-7432033,-6247758,-5655879,-5787207,-5983049,-9334891,-8284259,-7561564,-7431782,-7893878,-8087137,-6509648,-5918027,-5983307,-6048074,?,1
885,'2019/09/19 10:20:27:196',10,-7958898,-7235946,-11447473,-11580605,-7632250,-6316647,-7102552,-5327430,-4801603,-5063493,-7893617,-6907750,-12040378,-12041409,-6974574,-6383210,-6905427,-4801857,-4605251,-4734781,-7695206,-6775389,-7302249,-7434350,-6381921,-6843245,-6971220,-4999493,-4802110,-5129021,-7892069,-7103838,-6709336,-6512217,-6973800,-7303795,-6380893,-5327941,-5725011,-6382429,-9147022,-8621705,-8621452,-8555916,-8756125,-8823719,-8560287,-8892597,-8762810,-8893115,-9418682,-9155771,-9221310,-9615556,-9681350,-9483457,-9023166,-7972279,-7643313,-7641777,-8746352,-8024169,-7761768,-7564905,-7500143,-7172723,-6580327,-6581616,-6253934,-6056305,-8679271,-7563618,-7300190,-7235685,-7829367,-7498340,-6510414,-5984843,-6050636,-6246733,-8875880,-7694432,-7234139,-7104099,-7697524,-7432032,-6313292,-5655878,-5721672,-5917769,-9400427,-8153443,-7561564,-7431782,-7893878,-8021602,-6509648,-5918027,-5983562,-6047818,?,1
886,'2019/09/19 10:20:27:232',10,-7958898,-7235946,-11447473,-11580605,-7632250,-6316647,-7102552,-5327430,-4801603,-5063493,-7893617,-6907750,-12040378,-12041409,-6974574,-6383210,-6905427,-4801857,-4605251,-4734781,-7695206,-6775389,-7302249,-7434350,-6381921,-6843245,-6971220,-4999493,-4802110,-5129021,-7892069,-7103838,-6709336,-6512217,-6973800,-7303795,-6380893,-5327941,-5725011,-6382429,-9147022,-8621705,-8621452,-8555916,-8756125,-8823719,-8560287,-8892597,-8762810,-8893115,-9418682,-9155771,-9221310,-9615556,-9681350,-9483457,-9023166,-7972279,-7643313,-7641777,-8746352,-8024169,-7761768,-7564905,-7500143,-7172723,-6580327,-6581616,-6253934,-6056305,-8679271,-7563618,-7300190,-7235685,-7829367,-7498340,-6510414,-5984843,-6050636,-6246733,-8875880,-7694432,-7234139,-7104099,-7697524,-7432032,-6313292,-5655878,-5721672,-5917769,-9400427,-8153443,-7561564,-7431782,-7893878,-8021602,-6509648,-5918027,-5983562,-6047818,?,1
887,'2019/09/19 10:20:27:262',10,-7958898,-7170409,-11447473,-11580349,-7632249,-6316648,-7102551,-5327175,-4866882,-5063493,-7893617,-6907494,-12040378,-12041409,-6909037,-6383210,-6839891,-4801857,-4604995,-4734781,-7695205,-6775389,-7367785,-7434350,-6381921,-6843244,-6970963,-4999492,-4867390,-5063486,-7826533,-7103837,-6709337,-6446681,-6908264,-7303795,-6315356,-5327939,-5658447,-6118228,-8486262,-7961205,-7830905,-7830650,-8163216,-8493724,-8295830,-8694959,-8893881,-9024442,-10407633,-10209743,-10340047,-10734293,-10470865,-10206666,-9352901,-8564158,-8234678,-8102325,-8550001,-7762027,-7499628,-7369070,-7370102,-7108217,-6581872,-6517110,-6254195,-6122873,-8548456,-7629153,-7234654,-7235685,-7829111,-7498340,-6510415,-5984843,-6050636,-6246733,-8875880,-7694432,-7168603,-7169635,-7697524,-7497568,-6313037,-5721414,-5787207,-5983048,-9334891,-8153443,-7561565,-7431781,-7959414,-7956065,-6509392,-5917770,-5918026,-6047818,?,1
888,'2019/09/19 10:20:27:300',10,-7958898,-7170409,-11447473,-11580349,-7632249,-6316648,-7102551,-5327175,-4866882,-5063493,-7893617,-6907494,-12040378,-12041409,-6909037,-6383210,-6839891,-4801857,-4604995,-4734781,-7695205,-6775389,-7367785,-7434350,-6381921,-6843244,-6970963,-4999492,-4867390,-5063486,-7826533,-7103837,-6709337,-6446681,-6908264,-7303795,-6315356,-5327939,-5658447,-6118228,-8486262,-7961205,-7830905,-7830650,-8163216,-8493724,-8295830,-8694959,-8893881,-9024442,-10407633,-10209743,-10340047,-10734293,-10470865,-10206666,-9352901,-8564158,-8234678,-8102325,-8550001,-7762027,-7499628,-7369070,-7370102,-7108217,-6581872,-6517110,-6254195,-6122873,-8548456,-7629153,-7234654,-7235685,-7829111,-7498340,-6510415,-5984843,-6050636,-6246733,-8875880,-7694432,-7168603,-7169635,-7697524,-7497568,-6313037,-5721414,-5787207,-5983048,-9334891,-8153443,-7561565,-7431781,-7959414,-7956065,-6509392,-5917770,-5918026,-6047818,?,1
889,'2019/09/19 10:20:27:329',10,-8024434,-7235689,-11447472,-11580350,-7631994,-6316647,-7102296,-5327174,-4801346,-4997957,-7893617,-6907494,-12040378,-11975873,-6909037,-6383209,-6839891,-4801857,-4605251,-4734780,-7695205,-6709853,-7302249,-7368558,-6381921,-6843244,-6971219,-4999492,-4867390,-5129021,-7892068,-7103838,-6774872,-6512216,-6973800,-7303795,-6315356,-5460297,-5922647,-6315095,-8552057,-8093304,-8093821,-8028800,-8492696,-8822945,-8692389,-9090232,-9091259,-9089721,-10406351,-10340302,-10339793,-10602708,-10273230,-9943751,-9023424,-8628408,-8102834,-8036275,-8615537,-7696747,-7499627,-7368814,-7369588,-6976887,-6516337,-6516339,-6254194,-6122874,-8613735,-7629153,-7234654,-7235685,-7894647,-7498340,-6510414,-5919308,-6050636,-6246733,-8876136,-7694431,-7168603,-7104099,-7697525,-7432032,-6247501,-5655879,-5721672,-5917512,-9204075,-8218722,-7496028,-7431782,-7893878,-8021601,-6509392,-5918027,-5983306,-6047818,?,1
890,'2019/09/19 10:20:27:362',10,-8024434,-7235689,-11447472,-11580350,-7631994,-6316647,-7102296,-5327174,-4801346,-4997957,-7893617,-6907494,-12040378,-11975873,-6909037,-6383209,-6839891,-4801857,-4605251,-4734780,-7695205,-6709853,-7302249,-7368558,-6381921,-6843244,-6971219,-4999492,-4867390,-5129021,-7892068,-7103838,-6774872,-6512216,-6973800,-7303795,-6315356,-5460297,-5922647,-6315095,-8552057,-8093304,-8093821,-8028800,-8492696,-8822945,-8692389,-9090232,-9091259,-9089721,-10406351,-10340302,-10339793,-10602708,-10273230,-9943751,-9023424,-8628408,-8102834,-8036275,-8615537,-7696747,-7499627,-7368814,-7369588,-6976887,-6516337,-6516339,-6254194,-6122874,-8613735,-7629153,-7234654,-7235685,-7894647,-7498340,-6510414,-5919308,-6050636,-6246733,-8876136,-7694431,-7168603,-7104099,-7697525,-7432032,-6247501,-5655879,-5721672,-5917512,-9204075,-8218722,-7496028,-7431782,-7893878,-8021601,-6509392,-5918027,-5983306,-6047818,?,1
891,'2019/09/19 10:20:27:395',10,-7958898,-7235689,-11381936,-11514814,-7632248,-6316647,-7102295,-5327174,-4801346,-5063493,-7893617,-6907749,-12040377,-11975872,-6908781,-6383209,-6905426,-4801857,-4604995,-4734780,-7695206,-6709853,-7302249,-7434350,-6381665,-6843244,-6970963,-4999492,-4801854,-5063485,-7826533,-7103838,-6709336,-6446680,-6908264,-7303795,-6380892,-5724241,-6186078,-6381144,-8947843,-8554629,-8489607,-8425101,-8822690,-9217961,-9154484,-9418941,-9222332,-8958648,-10272967,-9945288,-10207949,-10273486,-10075338,-9549250,-8891066,-8496306,-7970991,-7839154,-8681072,-7761769,-7499627,-7434348,-7369329,-6911095,-6581357,-6516337,-6253937,-6122872,-8613736,-7629153,-7300189,-7235685,-7829111,-7498340,-6510414,-5984843,-6050635,-6246733,-8745064,-7628896,-7168603,-7104099,-7697525,-7432032,-6247756,-5655879,-5721671,-5917512,-9400427,-8218723,-7561563,-7497061,-7959414,-7956066,-6509392,-5983307,-5983562,-6113354,?,1
892,'2019/09/19 10:20:27:428',10,-7958898,-7235689,-11381936,-11514814,-7632248,-6316647,-7102295,-5327174,-4801346,-5063493,-7893617,-6907749,-12040377,-11975872,-6908781,-6383209,-6905426,-4801857,-4604995,-4734780,-7695206,-6709853,-7302249,-7434350,-6381665,-6843244,-6970963,-4999492,-4801854,-5063485,-7826533,-7103838,-6709336,-6446680,-6908264,-7303795,-6380892,-5724241,-6186078,-6381144,-8947843,-8554629,-8489607,-8425101,-8822690,-9217961,-9154484,-9418941,-9222332,-8958648,-10272967,-9945288,-10207949,-10273486,-10075338,-9549250,-8891066,-8496306,-7970991,-7839154,-8681072,-7761769,-7499627,-7434348,-7369329,-6911095,-6581357,-6516337,-6253937,-6122872,-8613736,-7629153,-7300189,-7235685,-7829111,-7498340,-6510414,-5984843,-6050635,-6246733,-8745064,-7628896,-7168603,-7104099,-7697525,-7432032,-6247756,-5655879,-5721671,-5917512,-9400427,-8218723,-7561563,-7497061,-7959414,-7956066,-6509392,-5983307,-5983562,-6113354,?,1
893,'2019/09/19 10:20:27:463',10,-7958898,-7235689,-11381936,-11514814,-7632248,-6316647,-7102295,-5327174,-4801346,-5063493,-7893617,-6907749,-12040377,-11975872,-6908781,-6383209,-6905426,-4801857,-4604995,-4734780,-7695206,-6709853,-7302249,-7434350,-6381665,-6843244,-6970963,-4999492,-4801854,-5063485,-7826533,-7103838,-6709336,-6446680,-6908264,-7303795,-6380892,-5724241,-6186078,-6381144,-8947843,-8554629,-8489607,-8425101,-8822690,-9217961,-9154484,-9418941,-9222332,-8958648,-10272967,-9945288,-10207949,-10273486,-10075338,-9549250,-8891066,-8496306,-7970991,-7839154,-8681072,-7761769,-7499627,-7434348,-7369329,-6911095,-6581357,-6516337,-6253937,-6122872,-8613736,-7629153,-7300189,-7235685,-7829111,-7498340,-6510414,-5984843,-6050635,-6246733,-8745064,-7628896,-7168603,-7104099,-7697525,-7432032,-6247756,-5655879,-5721671,-5917512,-9400427,-8218723,-7561563,-7497061,-7959414,-7956066,-6509392,-5983307,-5983562,-6113354,?,1
894,'2019/09/19 10:20:27:496',10,-7958898,-7170153,-11381937,-11514813,-7632249,-6382183,-7102295,-5327174,-4735810,-4997957,-7828081,-6907494,-12040633,-12041153,-6909037,-6383210,-6839890,-4801857,-4604995,-4734781,-7629670,-6775388,-7302249,-7434094,-6381665,-6843244,-6970963,-4999492,-4801854,-5063485,-7826532,-7103837,-6709080,-6446681,-6973800,-7303795,-6315356,-5525833,-5988183,-6249558,-8816514,-8423042,-8423300,-8293001,-8690590,-9020069,-8824489,-9090489,-9091003,-9024441,-10076357,-9945031,-10076106,-10273485,-10010058,-9746372,-8957115,-8365749,-7905456,-7773618,-8681072,-7827305,-7564906,-7434348,-7369073,-7041909,-6515820,-6516336,-6188400,-6122358,-8679272,-7629153,-7234654,-7170149,-7829367,-7498340,-6510414,-5984843,-6050635,-6246733,-8941415,-7694431,-7168602,-7169635,-7697525,-7432032,-6313037,-5655879,-5787208,-5917512,-9269611,-8284258,-7496028,-7431782,-7893878,-8021601,-6509392,-5918026,-5917771,-6047818,?,1
895,'2019/09/19 10:20:27:537',10,-7958898,-7170153,-11381937,-11514813,-7566713,-6316647,-7102295,-5327174,-4801346,-4997957,-7959153,-6841958,-12105914,-11975617,-6908781,-6383209,-6905170,-4801857,-4604995,-4734780,-7695205,-6775389,-7302249,-7434094,-6316129,-6843244,-6970963,-5064772,-4867390,-5063485,-7826532,-7038301,-6774616,-6512216,-6908264,-7303795,-6315356,-5262147,-5460553,-5986642,-8618364,-8093305,-7962748,-7962750,-8360081,-8559517,-8098708,-8497065,-8762294,-9024184,-10012105,-9749192,-9814217,-10141900,-10141643,-9877957,-9220801,-8235450,-7709619,-7773618,-8811888,-7827304,-7630440,-7434091,-7434865,-7041908,-6515049,-6516337,-6253680,-6121841,-8679271,-7629153,-7234654,-7235684,-7894647,-7498084,-6510414,-5984843,-6050635,-6246733,-8875879,-7628896,-7168602,-7169634,-7631988,-7432032,-6247500,-5655879,-5787207,-5852232,-9334891,-8218723,-7561564,-7497317,-7893878,-7956065,-6574927,-5917770,-5983306,-6047818,?,1
896,'2019/09/19 10:20:27:564',10,-7958898,-7170153,-11381937,-11514813,-7566713,-6316647,-7102295,-5327174,-4801346,-4997957,-7959153,-6841958,-12105914,-11975617,-6908781,-6383209,-6905170,-4801857,-4604995,-4734780,-7695205,-6775389,-7302249,-7434094,-6316129,-6843244,-6970963,-5064772,-4867390,-5063485,-7826532,-7038301,-6774616,-6512216,-6908264,-7303795,-6315356,-5262147,-5460553,-5986642,-8618364,-8093305,-7962748,-7962750,-8360081,-8559517,-8098708,-8497065,-8762294,-9024184,-10012105,-9749192,-9814217,-10141900,-10141643,-9877957,-9220801,-8235450,-7709619,-7773618,-8811888,-7827304,-7630440,-7434091,-7434865,-7041908,-6515049,-6516337,-6253680,-6121841,-8679271,-7629153,-7234654,-7235684,-7894647,-7498084,-6510414,-5984843,-6050635,-6246733,-8875879,-7628896,-7168602,-7169634,-7631988,-7432032,-6247500,-5655879,-5787207,-5852232,-9334891,-8218723,-7561564,-7497317,-7893878,-7956065,-6574927,-5917770,-5983306,-6047818,?,1
897,'2019/09/19 10:20:27:599',10,-8024433,-7170153,-11381937,-11449277,-7632249,-6316647,-7102295,-5392710,-4801346,-4997957,-7959153,-6907494,-12040378,-12041152,-6908781,-6383209,-6839890,-4801857,-4604995,-4734780,-7695205,-6709853,-7302249,-7434093,-6381920,-6843244,-6905427,-4999236,-4801854,-5063485,-7826533,-7038301,-6709336,-6446680,-6908264,-7303795,-6315356,-5262145,-5130302,-5656649,-8484978,-7763568,-7632240,-7567476,-8028802,-8163988,-7439748,-7901070,-8169128,-8564660,-9619143,-9685450,-9814986,-9944776,-10207435,-10075849,-9484227,-8564927,-7579834,-7643573,-8746352,-7827305,-7630698,-7499628,-7434865,-7172980,-6645863,-6516079,-6253937,-6121839,-8613735,-7629153,-7234653,-7235684,-7829111,-7498339,-6510414,-5984843,-6050635,-6246733,-8875880,-7628896,-7168603,-7169635,-7697525,-7432031,-6313036,-5721415,-5721671,-5917512,-9269355,-8284258,-7561308,-7431781,-7828598,-8021601,-6509392,-5917771,-5983306,-6113353,?,1
898,'2019/09/19 10:20:27:632',10,-8024433,-7170153,-11381937,-11449277,-7632249,-6316647,-7102295,-5392710,-4801346,-4997957,-7959153,-6907494,-12040378,-12041152,-6908781,-6383209,-6839890,-4801857,-4604995,-4734780,-7695205,-6709853,-7302249,-7434093,-6381920,-6843244,-6905427,-4999236,-4801854,-5063485,-7826533,-7038301,-6709336,-6446680,-6908264,-7303795,-6315356,-5262145,-5130302,-5656649,-8484978,-7763568,-7632240,-7567476,-8028802,-8163988,-7439748,-7901070,-8169128,-8564660,-9619143,-9685450,-9814986,-9944776,-10207435,-10075849,-9484227,-8564927,-7579834,-7643573,-8746352,-7827305,-7630698,-7499628,-7434865,-7172980,-6645863,-6516079,-6253937,-6121839,-8613735,-7629153,-7234653,-7235684,-7829111,-7498339,-6510414,-5984843,-6050635,-6246733,-8875880,-7628896,-7168603,-7169635,-7697525,-7432031,-6313036,-5721415,-5721671,-5917512,-9269355,-8284258,-7561308,-7431781,-7828598,-8021601,-6509392,-5917771,-5983306,-6113353,?,1
899,'2019/09/19 10:20:27:666',10,-8089970,-7235689,-11381937,-11449277,-7632249,-6316647,-7102295,-5327174,-4801346,-4997956,-7828081,-6907494,-12105913,-12041153,-6908781,-6383209,-6839890,-4801856,-4539459,-4734780,-7629670,-6775388,-7302248,-7434094,-6381665,-6843244,-6970963,-4999492,-4867389,-5063485,-7826533,-7103838,-6709080,-6446680,-6908264,-7303795,-6315356,-5261890,-4998973,-5326654,-8287083,-7564903,-7368295,-7303276,-7699322,-7964551,-7044218,-6978681,-7442318,-8234666,-9685454,-9423819,-9554636,-9683914,-9944776,-10076106,-9616326,-8828097,-7909054,-7448508,-8615536,-7762025,-7564905,-7499885,-7369330,-7173237,-6580583,-6582128,-6254450,-6187634,-8613735,-7563617,-7234653,-7235685,-7829111,-7498339,-6510414,-6050379,-6050635,-6246989,-8876136,-7694431,-7168603,-7104099,-7697525,-7431776,-6247500,-5721414,-5721671,-5983049,-9334891,-8284258,-7496028,-7431782,-7893878,-8021601,-6509391,-5918026,-5983306,-6113353,?,1
900,'2019/09/19 10:20:27:698',10,-8089970,-7235689,-11381937,-11449277,-7632249,-6316647,-7102295,-5327174,-4801346,-4997956,-7828081,-6907494,-12105913,-12041153,-6908781,-6383209,-6839890,-4801856,-4539459,-4734780,-7629670,-6775388,-7302248,-7434094,-6381665,-6843244,-6970963,-4999492,-4867389,-5063485,-7826533,-7103838,-6709080,-6446680,-6908264,-7303795,-6315356,-5261890,-4998973,-5326654,-8287083,-7564903,-7368295,-7303276,-7699322,-7964551,-7044218,-6978681,-7442318,-8234666,-9685454,-9423819,-9554636,-9683914,-9944776,-10076106,-9616326,-8828097,-7909054,-7448508,-8615536,-7762025,-7564905,-7499885,-7369330,-7173237,-6580583,-6582128,-6254450,-6187634,-8613735,-7563617,-7234653,-7235685,-7829111,-7498339,-6510414,-6050379,-6050635,-6246989,-8876136,-7694431,-7168603,-7104099,-7697525,-7431776,-6247500,-5721414,-5721671,-5983049,-9334891,-8284258,-7496028,-7431782,-7893878,-8021601,-6509391,-5918026,-5983306,-6113353,?,1
901,'2019/09/19 10:20:27:731',10,-8089970,-7235689,-11381937,-11449277,-7632249,-6316647,-7102295,-5327174,-4801346,-4997956,-7828081,-6907494,-12105913,-12041153,-6908781,-6383209,-6839890,-4801856,-4539459,-4734780,-7629670,-6775388,-7302248,-7434094,-6381665,-6843244,-6970963,-4999492,-4867389,-5063485,-7826533,-7103838,-6709080,-6446680,-6908264,-7303795,-6315356,-5261890,-4998973,-5326654,-8287083,-7564903,-7368295,-7303276,-7699322,-7964551,-7044218,-6978681,-7442318,-8234666,-9685454,-9423819,-9554636,-9683914,-9944776,-10076106,-9616326,-8828097,-7909054,-7448508,-8615536,-7762025,-7564905,-7499885,-7369330,-7173237,-6580583,-6582128,-6254450,-6187634,-8613735,-7563617,-7234653,-7235685,-7829111,-7498339,-6510414,-6050379,-6050635,-6246989,-8876136,-7694431,-7168603,-7104099,-7697525,-7431776,-6247500,-5721414,-5721671,-5983049,-9334891,-8284258,-7496028,-7431782,-7893878,-8021601,-6509391,-5918026,-5983306,-6113353,?,1
902,'2019/09/19 10:20:27:765',10,-8024434,-7170153,-11381938,-11514813,-7631993,-6316647,-7167831,-5327174,-4801346,-4997957,-7893617,-6907494,-12040377,-11975873,-6908781,-6383209,-6905170,-4801600,-4539458,-4734780,-7695205,-6709853,-7302249,-7368557,-6381664,-6843244,-6905427,-4999492,-4801854,-5063484,-7826532,-7038301,-6709336,-6446680,-6908264,-7303795,-6380891,-5261890,-5064508,-5260604,-8154984,-7498338,-7235424,-7038818,-7566708,-7830651,-6779245,-6582122,-6715507,-7704465,-10540501,-9160135,-9554892,-9619658,-9880007,-9812932,-9812932,-8959168,-8237759,-7712193,-8485749,-7697004,-7500397,-7369326,-7304823,-7239801,-6844270,-6648951,-6386809,-6189178,-8679271,-7629153,-7234654,-7235685,-7829111,-7498340,-6510414,-5984843,-6050635,-6246989,-8875880,-7694431,-7234138,-7104099,-7697525,-7497567,-6313037,-5721415,-5787207,-5983048,-9334891,-8218722,-7561309,-7431782,-7893878,-7956066,-6509647,-5983307,-5983563,-6113354,?,1
