@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1523,'2019/09/19 10:31:40:827',15,-9013131,-7763320,-12172997,-12042446,-7633538,-6910846,-7235428,-5591892,-5394771,-5526103,-8816264,-7764089,-12502217,-12568784,-6844534,-6845820,-7038818,-5132111,-5198419,-5197135,-8223353,-7500402,-8750984,-9277843,-6909296,-7371133,-7038817,-5527126,-5329232,-5394511,-8354679,-7500399,-7171179,-6974058,-7567224,-7897989,-6842731,-5658451,-5460814,-5460301,-8814458,-7960436,-7566192,-7500401,-8291203,-8357768,-6776162,-6052952,-5790035,-5854802,-9406596,-8552316,-8223609,-8092282,-8751241,-8356738,-7170146,-6579041,-6250332,-6249305,-9406853,-8749180,-8486009,-8288373,-8289403,-7962240,-7169890,-7368040,-7302504,-7301478,-9011067,-7960179,-7565680,-7631988,-8620170,-7763317,-6775391,-6381405,-6381404,-6511709,-9142138,-7894129,-7433837,-7565938,-8488328,-7697265,-6512734,-6052441,-6052441,-6117208,-9404285,-8418419,-7826798,-7828085,-8553610,-8155762,-6774880,-6314588,-6248794,-6181976,0,0
1524,'2019/09/19 10:31:40:865',15,-9013132,-7763577,-12238536,-12042446,-7633538,-6910846,-7170148,-5591892,-5395027,-5526103,-8750984,-7829625,-12567754,-12569040,-6844534,-6845563,-7038818,-5132111,-5198419,-5197391,-8223352,-7500402,-8750984,-9277843,-6909295,-7436669,-7038561,-5526869,-5329231,-5394511,-8419959,-7500400,-7171178,-6974057,-7567224,-7897989,-6842730,-5658452,-5460814,-5460301,-8814458,-7894900,-7631728,-7500401,-8291203,-8423304,-6776162,-6052952,-5789779,-5920337,-9406596,-8617853,-8223609,-8092282,-8685704,-8356738,-7170146,-6513504,-6250332,-6249305,-9537668,-8814716,-8551544,-8288373,-8354683,-8027776,-7169890,-7368040,-7302504,-7235942,-8945530,-8025459,-7565680,-7631988,-8620170,-7763317,-6710111,-6381405,-6381405,-6511964,-9141881,-7959665,-7433836,-7565938,-8422792,-7697009,-6578270,-6052441,-6052441,-6117208,-9535101,-8418419,-7695982,-7762549,-8618889,-8221298,-6840417,-6249052,-6183259,-6181976,0,0
1525,'2019/09/19 10:31:40:902',15,-9013132,-7763577,-12238536,-12042446,-7633538,-6910846,-7170148,-5591892,-5395027,-5526103,-8750984,-7829625,-12567754,-12569040,-6844534,-6845563,-7038818,-5132111,-5198419,-5197391,-8223352,-7500402,-8750984,-9277843,-6909295,-7436669,-7038561,-5526869,-5329231,-5394511,-8419959,-7500400,-7171178,-6974057,-7567224,-7897989,-6842730,-5658452,-5460814,-5460301,-8814458,-7894900,-7631728,-7500401,-8291203,-8423304,-6776162,-6052952,-5789779,-5920337,-9406596,-8617853,-8223609,-8092282,-8685704,-8356738,-7170146,-6513504,-6250332,-6249305,-9537668,-8814716,-8551544,-8288373,-8354683,-8027776,-7169890,-7368040,-7302504,-7235942,-8945530,-8025459,-7565680,-7631988,-8620170,-7763317,-6710111,-6381405,-6381405,-6511964,-9141881,-7959665,-7433836,-7565938,-8422792,-7697009,-6578270,-6052441,-6052441,-6117208,-9535101,-8418419,-7695982,-7762549,-8618889,-8221298,-6840417,-6249052,-6183259,-6181976,0,0
1526,'2019/09/19 10:31:40:936',15,-8947595,-7763576,-12172998,-12107982,-7633282,-6910846,-7235428,-5591892,-5394771,-5460566,-8816264,-7829625,-12502217,-12568783,-6844534,-6845564,-6973282,-5132111,-5198419,-5197392,-8223353,-7500402,-8685448,-9277843,-6909295,-7371133,-6973281,-5527125,-5329488,-5394510,-8420215,-7500399,-7105642,-6974058,-7567224,-7897990,-6842730,-5658452,-5460814,-5525837,-8814458,-7960436,-7631472,-7500401,-8291203,-8357767,-6776162,-6052952,-5790035,-5854801,-9406596,-8486780,-8223609,-8092282,-8685704,-8356738,-7104610,-6513505,-6250332,-6249305,-9406597,-8749179,-8486008,-8288373,-8289147,-8027775,-7104610,-7433575,-7302504,-7301478,-9011067,-8025459,-7565679,-7631988,-8619914,-7763317,-6709856,-6381405,-6381404,-6511709,-9076345,-7959664,-7433837,-7500402,-8422792,-7697265,-6512734,-6052441,-6052441,-6051672,-9404285,-8418419,-7695725,-7762549,-8618890,-8155762,-6774881,-6249051,-6183258,-6181976,0,0
1527,'2019/09/19 10:31:40:965',15,-9013131,-7763577,-12238535,-12042445,-7633282,-6910846,-7235683,-5526356,-5395027,-5460310,-8816520,-7829625,-12502217,-12568784,-6844534,-6911099,-6973282,-5132111,-5198419,-5197392,-8223353,-7500402,-8750985,-9277843,-6843759,-7371133,-6907745,-5526869,-5329488,-5394511,-8354680,-7500399,-7105642,-6974057,-7567224,-7963526,-6842731,-5658452,-5460814,-5460301,-8749178,-7960436,-7631728,-7500401,-8225667,-8423303,-6776161,-6052952,-5790035,-5854802,-9341060,-8552573,-8223609,-8092282,-8751241,-8356738,-7170146,-6579040,-6250332,-6249306,-9472132,-8814715,-8486008,-8288373,-8289147,-8027776,-7169890,-7433320,-7302505,-7301478,-8945531,-7959923,-7565679,-7631988,-8619914,-7763317,-6775391,-6446941,-6381405,-6511708,-9141882,-7959410,-7433836,-7500402,-8422791,-7697264,-6578270,-6052441,-6052441,-6117207,-9469820,-8418163,-7761262,-7762548,-8618889,-8155762,-6774881,-6249051,-6183259,-6181976,0,0
1528,'2019/09/19 10:31:40:998',15,-9013131,-7763577,-12238535,-12042445,-7633282,-6910846,-7235683,-5526356,-5395027,-5460310,-8816520,-7829625,-12502217,-12568784,-6844534,-6911099,-6973282,-5132111,-5198419,-5197392,-8223353,-7500402,-8750985,-9277843,-6843759,-7371133,-6907745,-5526869,-5329488,-5394511,-8354680,-7500399,-7105642,-6974057,-7567224,-7963526,-6842731,-5658452,-5460814,-5460301,-8749178,-7960436,-7631728,-7500401,-8225667,-8423303,-6776161,-6052952,-5790035,-5854802,-9341060,-8552573,-8223609,-8092282,-8751241,-8356738,-7170146,-6579040,-6250332,-6249306,-9472132,-8814715,-8486008,-8288373,-8289147,-8027776,-7169890,-7433320,-7302505,-7301478,-8945531,-7959923,-7565679,-7631988,-8619914,-7763317,-6775391,-6446941,-6381405,-6511708,-9141882,-7959410,-7433836,-7500402,-8422791,-7697264,-6578270,-6052441,-6052441,-6117207,-9469820,-8418163,-7761262,-7762548,-8618889,-8155762,-6774881,-6249051,-6183259,-6181976,0,0
1529,'2019/09/19 10:31:41:032',15,-9013131,-7763577,-12304071,-12107982,-7633538,-6911102,-7235684,-5592148,-5394771,-5525845,-8816520,-7829625,-12502218,-12568784,-6844534,-6845820,-6973282,-5132111,-5198162,-5197648,-8223352,-7500402,-8750985,-9277843,-6909295,-7371390,-6973280,-5526869,-5329488,-5394511,-8420215,-7500400,-7171179,-6974058,-7567224,-7963525,-6842730,-5658452,-5460814,-5460301,-8814713,-7960436,-7566193,-7500401,-8291203,-8423304,-6710626,-6052952,-5789779,-5854802,-9472131,-8618108,-8223610,-8092282,-8751241,-8356738,-7104610,-6513504,-6250331,-6249305,-9537669,-8749179,-8420473,-8222837,-8289147,-8027776,-7169890,-7368040,-7368040,-7301478,-9076346,-7959924,-7565680,-7697524,-8554378,-7697781,-6709855,-6381405,-6381404,-6446428,-9207417,-7959665,-7433837,-7565938,-8422793,-7697265,-6578270,-6052441,-6052441,-6117208,-9469820,-8418419,-7761262,-7828085,-8618890,-8155762,-6774881,-6249052,-6183259,-6181976,0,0
1530,'2019/09/19 10:31:41:064',15,-9013131,-7763577,-12304071,-12107982,-7633538,-6911102,-7235684,-5592148,-5394771,-5525845,-8816520,-7829625,-12502218,-12568784,-6844534,-6845820,-6973282,-5132111,-5198162,-5197648,-8223352,-7500402,-8750985,-9277843,-6909295,-7371390,-6973280,-5526869,-5329488,-5394511,-8420215,-7500400,-7171179,-6974058,-7567224,-7963525,-6842730,-5658452,-5460814,-5460301,-8814713,-7960436,-7566193,-7500401,-8291203,-8423304,-6710626,-6052952,-5789779,-5854802,-9472131,-8618108,-8223610,-8092282,-8751241,-8356738,-7104610,-6513504,-6250331,-6249305,-9537669,-8749179,-8420473,-8222837,-8289147,-8027776,-7169890,-7368040,-7368040,-7301478,-9076346,-7959924,-7565680,-7697524,-8554378,-7697781,-6709855,-6381405,-6381404,-6446428,-9207417,-7959665,-7433837,-7565938,-8422793,-7697265,-6578270,-6052441,-6052441,-6117208,-9469820,-8418419,-7761262,-7828085,-8618890,-8155762,-6774881,-6249052,-6183259,-6181976,0,0
1531,'2019/09/19 10:31:41:098',15,-9013132,-7763577,-12238534,-12042445,-7699073,-6910846,-7170148,-5592148,-5394771,-5460309,-8816521,-7829625,-12567753,-12503248,-6844534,-6911100,-6973282,-5132111,-5132626,-5197392,-8288889,-7500402,-8685449,-9277843,-6909295,-7371134,-6973025,-5526869,-5329488,-5394511,-8420215,-7500399,-7171178,-6974058,-7567480,-7897990,-6842730,-5723988,-5460814,-5525837,-8749178,-7960436,-7566192,-7500401,-8291203,-8423303,-6776161,-6052952,-5789779,-5854802,-9406596,-8552572,-8223609,-8092282,-8685705,-8422274,-7104610,-6513504,-6250332,-6249305,-9406597,-8749179,-8486008,-8288374,-8289147,-8027775,-7104610,-7368039,-7368039,-7301222,-9076602,-8025458,-7565680,-7697524,-8554378,-7763572,-6709855,-6381404,-6381404,-6446428,-9141882,-7959665,-7433836,-7565682,-8488328,-7697265,-6512734,-6052441,-6052441,-6116952,-9404285,-8483955,-7695726,-7762548,-8618891,-8155761,-6709344,-6314332,-6248795,-6181976,0,0
1532,'2019/09/19 10:31:41:135',15,-9013132,-7763577,-12238534,-12042445,-7699073,-6910846,-7170148,-5592148,-5394771,-5460309,-8816521,-7829625,-12567753,-12503248,-6844534,-6911100,-6973282,-5132111,-5132626,-5197392,-8288889,-7500402,-8685449,-9277843,-6909295,-7371134,-6973025,-5526869,-5329488,-5394511,-8420215,-7500399,-7171178,-6974058,-7567480,-7897990,-6842730,-5723988,-5460814,-5525837,-8749178,-7960436,-7566192,-7500401,-8291203,-8423303,-6776161,-6052952,-5789779,-5854802,-9406596,-8552572,-8223609,-8092282,-8685705,-8422274,-7104610,-6513504,-6250332,-6249305,-9406597,-8749179,-8486008,-8288374,-8289147,-8027775,-7104610,-7368039,-7368039,-7301222,-9076602,-8025458,-7565680,-7697524,-8554378,-7763572,-6709855,-6381404,-6381404,-6446428,-9141882,-7959665,-7433836,-7565682,-8488328,-7697265,-6512734,-6052441,-6052441,-6116952,-9404285,-8483955,-7695726,-7762548,-8618891,-8155761,-6709344,-6314332,-6248795,-6181976,0,0
1533,'2019/09/19 10:31:41:163',15,-9013388,-7763577,-12238534,-12042447,-7633538,-6910846,-7235428,-5592148,-5395027,-5460310,-8816521,-7829625,-12502217,-12634320,-6844535,-6845820,-7038818,-5132111,-5132883,-5197392,-8223353,-7500402,-8685449,-9343380,-6843760,-7371133,-6973281,-5526869,-5329488,-5394511,-8354679,-7500400,-7105642,-6974058,-7567224,-7963525,-6842730,-5723988,-5460815,-5460301,-8814458,-7960436,-7566193,-7500401,-8291203,-8423304,-6710626,-6052952,-5789779,-5854802,-9341060,-8618109,-8223609,-8092282,-8751241,-8422274,-7104610,-6513504,-6315868,-6249305,-9472388,-8749179,-8420473,-8288373,-8354938,-8027776,-7170146,-7368039,-7368040,-7235686,-9011066,-8025460,-7565679,-7631988,-8554378,-7763317,-6709855,-6381405,-6381404,-6446172,-9141882,-8024945,-7433837,-7565938,-8423048,-7697265,-6578270,-6052441,-6052440,-6051671,-9535357,-8352884,-7695726,-7828085,-8618890,-8221298,-6774881,-6249052,-6183002,-6181976,0,0
1534,'2019/09/19 10:31:41:197',15,-9013388,-7763577,-12238534,-12042447,-7633538,-6910846,-7235428,-5592148,-5395027,-5460310,-8816521,-7829625,-12502217,-12634320,-6844535,-6845820,-7038818,-5132111,-5132883,-5197392,-8223353,-7500402,-8685449,-9343380,-6843760,-7371133,-6973281,-5526869,-5329488,-5394511,-8354679,-7500400,-7105642,-6974058,-7567224,-7963525,-6842730,-5723988,-5460815,-5460301,-8814458,-7960436,-7566193,-7500401,-8291203,-8423304,-6710626,-6052952,-5789779,-5854802,-9341060,-8618109,-8223609,-8092282,-8751241,-8422274,-7104610,-6513504,-6315868,-6249305,-9472388,-8749179,-8420473,-8288373,-8354938,-8027776,-7170146,-7368039,-7368040,-7235686,-9011066,-8025460,-7565679,-7631988,-8554378,-7763317,-6709855,-6381405,-6381404,-6446172,-9141882,-8024945,-7433837,-7565938,-8423048,-7697265,-6578270,-6052441,-6052440,-6051671,-9535357,-8352884,-7695726,-7828085,-8618890,-8221298,-6774881,-6249052,-6183002,-6181976,0,0
1535,'2019/09/19 10:31:41:230',15,-9013131,-7763577,-12172998,-12107981,-7699074,-6976382,-7169892,-5592148,-5395027,-5460566,-8881801,-7764089,-12502218,-12634320,-6910326,-6845564,-7038818,-5132111,-5198419,-5131855,-8223353,-7500402,-8750985,-9343380,-6843760,-7436669,-6973281,-5526869,-5329488,-5394511,-8419960,-7500400,-7171178,-6974058,-7567224,-7963525,-6842730,-5658452,-5460814,-5460301,-8814458,-7960436,-7566193,-7500401,-8291202,-8357768,-6776161,-6052952,-5790035,-5920082,-9406596,-8618109,-8223610,-8092282,-8751240,-8356738,-7170146,-6513504,-6250332,-6249561,-9472389,-8749180,-8486009,-8353909,-8289403,-8027775,-7169890,-7433576,-7368040,-7235942,-9011066,-8025459,-7565679,-7631988,-8554378,-7697781,-6709855,-6381405,-6381405,-6446172,-9141881,-7959665,-7433836,-7565938,-8422792,-7697265,-6512734,-6052441,-6052440,-6117208,-9535357,-8352884,-7761262,-7828084,-8619145,-8286834,-6774881,-6249052,-6248794,-6181976,0,0
1536,'2019/09/19 10:31:41:263',15,-8947851,-7763577,-12172742,-12042446,-7633539,-6910846,-7235683,-5592148,-5395027,-5460567,-8816521,-7764089,-12502217,-12568783,-6910327,-6845820,-7039074,-5132111,-5198420,-5197391,-8289145,-7500402,-8750985,-9277844,-6909296,-7371390,-7038817,-5527125,-5263952,-5394511,-8354679,-7565935,-7171179,-6974058,-7567224,-7897989,-6777195,-5658452,-5460814,-5525837,-8814714,-7960436,-7631728,-7500401,-8225667,-8357767,-6776162,-6052952,-5789779,-5854802,-9406596,-8683644,-8223610,-8092282,-8751241,-8422275,-7104610,-6513504,-6250332,-6249306,-9472389,-8749179,-8485752,-8288373,-8289403,-8027776,-7169890,-7368040,-7302504,-7301478,-9011067,-8025459,-7500143,-7631988,-8554379,-7697781,-6709855,-6381404,-6381404,-6511708,-9141883,-7959665,-7368301,-7500402,-8422792,-7697265,-6512734,-6052441,-6052441,-6051672,-9470076,-8483955,-7761262,-7828085,-8619146,-8155762,-6774881,-6314587,-6183258,-6116440,0,0
1537,'2019/09/19 10:31:41:296',15,-8947851,-7763577,-12172742,-12042446,-7633539,-6910846,-7235683,-5592148,-5395027,-5460567,-8816521,-7764089,-12502217,-12568783,-6910327,-6845820,-7039074,-5132111,-5198420,-5197391,-8289145,-7500402,-8750985,-9277844,-6909296,-7371390,-7038817,-5527125,-5263952,-5394511,-8354679,-7565935,-7171179,-6974058,-7567224,-7897989,-6777195,-5658452,-5460814,-5525837,-8814714,-7960436,-7631728,-7500401,-8225667,-8357767,-6776162,-6052952,-5789779,-5854802,-9406596,-8683644,-8223610,-8092282,-8751241,-8422275,-7104610,-6513504,-6250332,-6249306,-9472389,-8749179,-8485752,-8288373,-8289403,-8027776,-7169890,-7368040,-7302504,-7301478,-9011067,-8025459,-7500143,-7631988,-8554379,-7697781,-6709855,-6381404,-6381404,-6511708,-9141883,-7959665,-7368301,-7500402,-8422792,-7697265,-6512734,-6052441,-6052441,-6051672,-9470076,-8483955,-7761262,-7828085,-8619146,-8155762,-6774881,-6314587,-6183258,-6116440,0,0
1538,'2019/09/19 10:31:41:330',15,-8947851,-7763577,-12172742,-12107981,-7568003,-6911102,-7235683,-5592148,-5395027,-5526103,-8816265,-7764088,-12502217,-12437711,-6910326,-6845820,-7039074,-5132111,-5198419,-5197391,-8223353,-7500402,-8750985,-9277844,-6909295,-7371389,-6973281,-5527126,-5329487,-5328974,-8420215,-7500399,-7171178,-6974058,-7567224,-7832454,-6842474,-5658452,-5460815,-5525837,-8814458,-7960436,-7566192,-7500401,-8291203,-8357768,-6710626,-6052952,-5855572,-5854802,-9406596,-8618109,-8223609,-8092282,-8685705,-8422275,-7104611,-6513504,-6250332,-6184026,-9472132,-8749180,-8486008,-8353909,-8289402,-8027776,-7170146,-7433576,-7368040,-7301222,-9011066,-7960179,-7500144,-7631732,-8554377,-7698036,-6710111,-6381405,-6381405,-6511709,-9142138,-7959665,-7433837,-7500402,-8422792,-7697265,-6578270,-6052441,-6052441,-6116952,-9469821,-8418420,-7761517,-7828084,-8553611,-8156018,-6774880,-6249051,-6183259,-6181976,0,0
1539,'2019/09/19 10:31:41:363',15,-8947851,-7763577,-12172742,-12107981,-7568003,-6911102,-7235683,-5592148,-5395027,-5526103,-8816265,-7764088,-12502217,-12437711,-6910326,-6845820,-7039074,-5132111,-5198419,-5197391,-8223353,-7500402,-8750985,-9277844,-6909295,-7371389,-6973281,-5527126,-5329487,-5328974,-8420215,-7500399,-7171178,-6974058,-7567224,-7832454,-6842474,-5658452,-5460815,-5525837,-8814458,-7960436,-7566192,-7500401,-8291203,-8357768,-6710626,-6052952,-5855572,-5854802,-9406596,-8618109,-8223609,-8092282,-8685705,-8422275,-7104611,-6513504,-6250332,-6184026,-9472132,-8749180,-8486008,-8353909,-8289402,-8027776,-7170146,-7433576,-7368040,-7301222,-9011066,-7960179,-7500144,-7631732,-8554377,-7698036,-6710111,-6381405,-6381405,-6511709,-9142138,-7959665,-7433837,-7500402,-8422792,-7697265,-6578270,-6052441,-6052441,-6116952,-9469821,-8418420,-7761517,-7828084,-8553611,-8156018,-6774880,-6249051,-6183259,-6181976,0,0
1540,'2019/09/19 10:31:41:397',15,-9013131,-7763577,-12172999,-12042445,-7699074,-6910846,-7170148,-5592148,-5394771,-5526103,-8816521,-7764089,-12436937,-12568783,-6910327,-6845563,-7039075,-5132111,-5198419,-5197391,-8223353,-7500402,-8685449,-9277843,-6909295,-7371134,-7038817,-5527125,-5263951,-5394511,-8354679,-7500400,-7171178,-6974058,-7567224,-7897990,-6777194,-5658452,-5460814,-5525837,-8814458,-7960436,-7566192,-7500401,-8291203,-8357767,-6710626,-6052952,-5789779,-5854802,-9341316,-8618109,-8223610,-8092282,-8751241,-8422274,-7104610,-6513504,-6250332,-6183769,-9472389,-8749180,-8486009,-8353910,-8289403,-8027777,-7169890,-7368040,-7302504,-7235942,-8945531,-8025459,-7565680,-7631988,-8554378,-7763572,-6710112,-6381405,-6381404,-6446428,-9142139,-8025201,-7433836,-7565938,-8423049,-7631729,-6578270,-6052441,-6052441,-6051672,-9404541,-8549491,-7826798,-7828085,-8553611,-8090482,-6774881,-6249052,-6183258,-6181976,0,0
1541,'2019/09/19 10:31:41:430',15,-9013131,-7763577,-12172999,-12042445,-7699074,-6910846,-7170148,-5592148,-5394771,-5526103,-8816521,-7764089,-12436937,-12568783,-6910327,-6845563,-7039075,-5132111,-5198419,-5197391,-8223353,-7500402,-8685449,-9277843,-6909295,-7371134,-7038817,-5527125,-5263951,-5394511,-8354679,-7500400,-7171178,-6974058,-7567224,-7897990,-6777194,-5658452,-5460814,-5525837,-8814458,-7960436,-7566192,-7500401,-8291203,-8357767,-6710626,-6052952,-5789779,-5854802,-9341316,-8618109,-8223610,-8092282,-8751241,-8422274,-7104610,-6513504,-6250332,-6183769,-9472389,-8749180,-8486009,-8353910,-8289403,-8027777,-7169890,-7368040,-7302504,-7235942,-8945531,-8025459,-7565680,-7631988,-8554378,-7763572,-6710112,-6381405,-6381404,-6446428,-9142139,-8025201,-7433836,-7565938,-8423049,-7631729,-6578270,-6052441,-6052441,-6051672,-9404541,-8549491,-7826798,-7828085,-8553611,-8090482,-6774881,-6249052,-6183258,-6181976,0,0
1542,'2019/09/19 10:31:41:463',15,-9013387,-7763577,-12172743,-12107981,-7699075,-6910846,-7235684,-5592148,-5394771,-5460567,-8816520,-7829625,-12502218,-12568783,-6910326,-6845820,-6973538,-5132111,-5198419,-5197391,-8223609,-7500402,-8750985,-9277843,-6909295,-7436670,-6973281,-5527125,-5329488,-5394510,-8420215,-7500399,-7171178,-6974058,-7567480,-7897990,-6776938,-5723988,-5460814,-5525837,-8814714,-7960436,-7631729,-7500401,-8291203,-8423303,-6710625,-6052952,-5855571,-5854802,-9472132,-8683644,-8223610,-8092282,-8751241,-8356739,-7104610,-6513504,-6315868,-6249305,-9472388,-8749179,-8486009,-8288373,-8354939,-8027776,-7169890,-7433576,-7368040,-7235686,-9011066,-8025459,-7565680,-7631988,-8554378,-7763572,-6709856,-6381405,-6381404,-6511964,-9207674,-7959665,-7499372,-7565938,-8423050,-7697265,-6578270,-6052441,-6052440,-6117208,-9600893,-8353139,-7827054,-7828085,-8619147,-8221298,-6840417,-6249052,-6183258,-6116441,0,0
1543,'2019/09/19 10:31:41:497',15,-9013387,-7763577,-12172743,-12107981,-7699075,-6910846,-7235684,-5592148,-5394771,-5460567,-8816520,-7829625,-12502218,-12568783,-6910326,-6845820,-6973538,-5132111,-5198419,-5197391,-8223609,-7500402,-8750985,-9277843,-6909295,-7436670,-6973281,-5527125,-5329488,-5394510,-8420215,-7500399,-7171178,-6974058,-7567480,-7897990,-6776938,-5723988,-5460814,-5525837,-8814714,-7960436,-7631729,-7500401,-8291203,-8423303,-6710625,-6052952,-5855571,-5854802,-9472132,-8683644,-8223610,-8092282,-8751241,-8356739,-7104610,-6513504,-6315868,-6249305,-9472388,-8749179,-8486009,-8288373,-8354939,-8027776,-7169890,-7433576,-7368040,-7235686,-9011066,-8025459,-7565680,-7631988,-8554378,-7763572,-6709856,-6381405,-6381404,-6511964,-9207674,-7959665,-7499372,-7565938,-8423050,-7697265,-6578270,-6052441,-6052440,-6117208,-9600893,-8353139,-7827054,-7828085,-8619147,-8221298,-6840417,-6249052,-6183258,-6116441,0,0
1544,'2019/09/19 10:31:41:530',15,-9013131,-7763577,-12238279,-12042445,-7633539,-6911101,-7235428,-5592148,-5394771,-5460566,-8816521,-7764089,-12502218,-12568784,-6910070,-6845821,-7039074,-5132111,-5198419,-5197391,-8289145,-7500402,-8750985,-9277843,-6909296,-7436669,-6973025,-5527125,-5329488,-5394511,-8354679,-7500399,-7171178,-6974058,-7567480,-7897989,-6777194,-5723988,-5460814,-5460301,-8814458,-7960436,-7631728,-7500401,-8291203,-8357767,-6710626,-6052952,-5789779,-5854802,-9406852,-8552573,-8289146,-8092282,-8751241,-8356739,-7104611,-6513504,-6250332,-6249305,-9472389,-8683644,-8551544,-8353909,-8289403,-8027776,-7170146,-7368039,-7368040,-7235942,-8945531,-7959923,-7565680,-7631988,-8554635,-7763317,-6709855,-6381405,-6381404,-6446428,-9207675,-8025201,-7433837,-7565939,-8488585,-7697265,-6578270,-6052441,-6052441,-6116952,-9535358,-8483955,-7827053,-7828085,-8619147,-8155762,-6774881,-6249052,-6248794,-6181976,0,0
1545,'2019/09/19 10:31:41:563',15,-9013131,-7763577,-12238279,-12042445,-7633539,-6911101,-7235428,-5592148,-5394771,-5460566,-8816521,-7764089,-12502218,-12568784,-6910070,-6845821,-7039074,-5132111,-5198419,-5197391,-8289145,-7500402,-8750985,-9277843,-6909296,-7436669,-6973025,-5527125,-5329488,-5394511,-8354679,-7500399,-7171178,-6974058,-7567480,-7897989,-6777194,-5723988,-5460814,-5460301,-8814458,-7960436,-7631728,-7500401,-8291203,-8357767,-6710626,-6052952,-5789779,-5854802,-9406852,-8552573,-8289146,-8092282,-8751241,-8356739,-7104611,-6513504,-6250332,-6249305,-9472389,-8683644,-8551544,-8353909,-8289403,-8027776,-7170146,-7368039,-7368040,-7235942,-8945531,-7959923,-7565680,-7631988,-8554635,-7763317,-6709855,-6381405,-6381404,-6446428,-9207675,-8025201,-7433837,-7565939,-8488585,-7697265,-6578270,-6052441,-6052441,-6116952,-9535358,-8483955,-7827053,-7828085,-8619147,-8155762,-6774881,-6249052,-6248794,-6181976,0,0
